sender_known_malicious,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,sender_name_similarity_to_vip,spf_result,dkim_result,dmarc_result,reverse_dns_valid,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_components_detected_malicious,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_count,dns_morphing_detected,domain_tech_stack_match_score,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,is_high_risk_role_targeted,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,tls_version,Analysis_of_the_qrcode_if_present,Final Classification,warning_risk,Binary_Label
False,0.9822089881971636,False,0.0112134091796756,True,0.0646645627745485,pass,pass,pass,True,False,False,0.0217222822169935,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0975404816006246,0.0,,False,False,0.9229099246836298,False,False,0.9522125529332726,False,0.0483224172688662,0.0604222708668549,0.8568471512779257,False,1,False,0.9109509530965302,False,0.9584796591328518,valid,0.0637551191387798,0.0799103403219583,True,True,False,False,link_click,0.1131154245953694,False,False,False,0.0411605277560987,0.3833474116213604,False,5,False,0,False,TLS 1.2,0,No Action,0.0143596870896938,Not-Warning
True,0.1996335367778977,False,0.522946776789483,False,0.1554702224057596,pass,neutral,pass,False,False,False,0.0254709801175642,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.1087573457859035,0.0,,True,False,0.2710104165848291,False,True,0.3008699043337286,False,0.7116854127940655,0.3157156637464807,0.5115998859296789,False,4,False,0.2755543935848831,True,0.5248490518032091,valid,0.2545071836328784,0.4342698477549259,False,False,True,True,legal_threat,0.5885196428147195,True,False,False,0.2861948028460165,0.6341671677864315,False,1,False,3,False,,0,Warning,0.5334101543314304,Warning
False,0.998801739831838,False,0.0041167176422889,True,0.0710599483245254,pass,pass,pass,True,False,False,0.0403851892508367,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.0066847545471649,0.0,,False,False,0.9575595748632212,False,False,0.9441619494966024,False,0.0582375619651485,0.0576625246274219,0.9477635271290245,False,1,False,0.8621895036957518,False,0.9665843783358276,valid,0.0022082938761954,0.067092700118243,False,True,False,True,link_click,0.1444740047920117,False,False,False,0.1388798642986206,0.354452061934221,False,1,False,0,False,TLS 1.3,0,No Action,0.0901385636593355,Not-Warning
True,0.369724603723343,True,0.7147280530586397,True,0.526225634824643,temperror,temperror,fail,True,False,False,0.0289692366536883,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0422807054083955,0.0,,True,False,0.3249082990885862,False,False,0.3302294799690338,False,0.7439770415978177,0.5106029000663511,0.3500326288414088,False,1,False,0.3859864798710544,True,0.488284093902592,valid,0.2013828024297819,0.4466779062167176,False,True,True,True,sensitive_data_request,0.4416897924736335,False,False,False,0.185940254598506,0.4621449840721564,False,2,False,1,False,,0,Warning,0.731507011443646,Warning
False,0.972296245789088,False,0.0057593366578821,True,0.0050764949500316,pass,pass,pass,True,False,False,0.0871193126792578,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.0251338065552662,0.0,,False,False,0.9324367761920762,False,True,0.9637514746952106,False,0.0405780623815354,0.0205107933476843,0.8682786795410773,False,2,False,1.0,False,0.9900566090523484,valid,0.0007680028735215,0.0473447311902031,False,True,True,False,sensitive_data_request,0.1361047915704093,False,False,False,0.0004670435048804,0.7272756708728267,False,3,False,0,False,TLS 1.3,0,No Action,0.2025533696480244,Not-Warning
False,0.2759484667365907,True,0.5906372971769561,False,0.7138762688925785,none,neutral,temperror,True,False,False,0.0176477531936059,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0652539954997074,0.0,,True,False,0.2969126213927425,True,True,0.3297967865306383,False,0.6813843890120174,0.5869161308162905,0.3097750759472126,False,0,False,0.4407497230996232,False,0.3963779426209285,self_signed,0.5265872778726846,0.2931098804950848,False,False,True,False,sensitive_data_request,0.3688655907319427,False,False,False,0.0573026206453894,0.3881531582364232,False,2,False,0,False,,0,Warning,0.6194205938413431,Warning
False,0.6488678742406814,False,0.0149337165221261,True,0.0989886629160586,pass,pass,pass,True,False,False,0.0251180115907677,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.1481876478469844,0.0,,False,False,0.6899294738132398,False,False,0.7288135434907922,False,0.1391607858037295,0.0445561885090242,0.728488914518191,False,13,False,0.8463051657193639,False,0.7900699567447309,valid,0.1963970371338222,0.0443802644057683,True,True,False,True,link_click,0.6295327930815021,False,True,True,0.6071188587202719,0.6653966183858355,False,8,True,0,False,TLS 1.3,0,No Action,0.2099149441265756,Not-Warning
False,0.9358574833674248,False,0.0112877988231611,True,0.0950554400917494,pass,fail,fail,True,False,False,0.002460179972079,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0403995369868186,0.0,,False,False,0.9620080418943048,False,True,0.8600348088940936,False,0.0674274356856921,0.0544428367883593,0.921982070024167,False,3,False,0.9345781910393716,False,0.9181451538359596,no_ssl,0.0090728312343785,0.0669916209808383,False,True,False,False,link_click,0.1110163923085907,False,True,False,0.0413124521980147,0.5929806073420255,False,2,False,0,False,TLS 1.3,0,No Action,0.1386580983397262,Not-Warning
False,0.4577671019590094,False,0.6826712446284146,False,0.4346329863218121,permerror,pass,neutral,False,False,False,0.0942898233180409,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,0,0.0165830028225171,0.0,,True,False,0.4588166336994863,False,True,0.3040487215494588,False,0.4761170431186496,0.4754129714002834,0.2894122523480768,False,5,True,0.2328713327214537,False,0.4880964680732927,valid,0.6056614455632825,0.6253510559942856,False,True,False,True,link_click,0.4597422622049075,False,False,False,0.18993631060327,0.5096607649590754,False,3,False,4,True,TLS 1.2,0,Warning,0.3997368561641005,Warning
False,0.9246999748103844,False,0.0319099765653334,True,0.0072254159103416,pass,fail,pass,True,False,False,0.0658251794723094,0,False,False,0,0,0,0.0,0.0,False,False,False,False,0.0,False,1,0.0464625111808574,0.0,,False,False,0.9382707634725976,False,False,0.9238741030813504,False,0.0691421484899117,0.0624839425126161,0.9763113184678518,False,1,False,0.9198453919820828,False,0.9254834758896135,valid,0.0060193290114686,0.0444421806573917,False,True,False,False,link_click,0.1771877735228643,False,False,False,0.0648124529220535,0.49227802872742,False,4,False,0,False,TLS 1.2,0,No Action,0.078612071405132,Not-Warning
